Order Number,Toothbrush Type,Order Date,Customer Age,Order Quantity,Delivery Postcode,Billing Postcode,is_first,Dispatch Status,Dispatched Date,Delivery Status,Delivery Date
BRU00009922,Toothbrush 4000,2022-12-02 11:24:34.088040800,33,1,BA15 2DD,BA15   2DD,1,Dispatched,2022-12-02 18:37:00.089026400,Delivered,2022-12-04 00:20:24.468915200
BRU00010459,Toothbrush 2000,2022-12-01 19:53:58.899717200,82,2,CA1 1DH,CA1   1DH,1,Dispatched,2022-12-02 02:22:54.717491600,Delivered,2022-12-02 23:47:49.144818800
BRU00010396,Toothbrush 4000,2022-12-02 04:07:25.044761200,24,4,EX37 9TL,EX37   9TL,1,Dispatched,2022-12-02 10:51:32.790178000,Delivered,2022-12-03 14:01:07.174285600
BRU00010224,Toothbrush 2000,2022-12-01 13:33:57.653585599,80,3,CR0 8LG,CR0   8LG,1,Dispatched,2022-12-01 20:03:55.252918399,Delivered,2022-12-03 05:21:30.141269599
BRU00010399,Toothbrush 4000,2022-12-02 14:55:34.311665999,36,9,HP2 7LN,HP2   7LN,1,Dispatched,2022-12-02 21:53:19.904017199,Delivered,2022-12-04 05:23:31.299637199
BRU00010211,Toothbrush 4000,2022-12-02 16:16:35.969677600,17,7,DL13 4AQ,DL13   4AQ,1,Dispatched,2022-12-02 23:22:23.915120800,Delivered,2022-12-04 06:34:47.765243200
BRU00009980,Toothbrush 2000,2022-12-01 17:49:02.619198400,82,8,GU12 5HL,GU12   5HL,1,Dispatched,2022-12-02 01:49:29.349086800,Delivered,2022-12-03 06:53:22.801649200
BRU00009942,Toothbrush 2000,2022-12-02 02:22:07.828989200,75,1,AB21 9HU,AB21   9HU,1,Dispatched,2022-12-02 08:59:35.323464800,Delivered,2022-12-03 08:51:54.996620000
BRU00010673,Toothbrush 4000,2022-12-01 20:11:03.930834400,19,4,EH47 0RP,EH47   0RP,1,Dispatched,2022-12-02 04:05:22.905113200,Delivered,2022-12-03 04:55:24.501661600
BRU00010788,Toothbrush 2000,2022-12-02 05:40:05.833487600,63,5,DN1 1RU,DN1   1RU,1,Dispatched,2022-12-02 13:31:00.807520400,Delivered,2022-12-03 16:04:48.908870000
BRU00010458,Toothbrush 2000,2022-12-02 04:41:55.439929200,74,3,CH34 9ST,CH34   9ST,1,Dispatched,2022-12-02 11:51:05.328859200,Delivered,2022-12-03 06:38:35.219870400
BRU00010686,Toothbrush 4000,2022-12-02 11:33:37.404774800,9,4,GL51 9AD,GL51   9AD,1,Dispatched,2022-12-02 18:21:46.566260000,Delivered,2022-12-04 02:49:03.731304800
BRU00009974,Toothbrush 2000,2022-12-01 11:42:13.899713600,49,7,DN11 9LE,DN11   9LE,1,Dispatched,2022-12-01 19:27:09.376637600,Delivered,2022-12-02 13:39:41.709314000
BRU00010540,Toothbrush 2000,2022-12-01 16:43:23.195373200,65,2,BA11 1AH,BA11   1AH,1,Dispatched,2022-12-01 23:08:34.390690400,Delivered,2022-12-03 02:24:33.039662000
BRU00010174,Toothbrush 4000,2022-12-01 19:43:36.361003200,29,8,DT3 5DB,DT3   5DB,1,Dispatched,2022-12-02 02:10:43.423220400,Delivered,2022-12-03 07:47:19.861200000
BRU00010536,Toothbrush 2000,2022-12-01 16:29:57.486244400,62,8,G14 0BB,G14   0BB,1,Dispatched,2022-12-01 23:14:03.644975600,Delivered,2022-12-02 22:28:48.808209200
BRU00010391,Toothbrush 2000,2022-12-01 20:12:18.806075600,68,1,BN24 6AA,BN24   6AA,1,Dispatched,2022-12-02 03:13:21.290958799,Delivered,2022-12-03 02:09:58.178609599
BRU00010656,Toothbrush 2000,2022-12-01 18:24:18.861332800,64,6,IM9 4BH,IM9   4BH,1,Dispatched,2022-12-02 01:35:53.323354000,Delivered,2022-12-03 02:35:50.008128400
BRU00010410,Toothbrush 2000,2022-12-02 01:11:12.179647600,55,3,HP23 4HX,HP23   4HX,1,Dispatched,2022-12-02 08:56:48.385304800,Delivered,2022-12-03 06:09:30.219212800
BRU00010652,Toothbrush 2000,2022-12-01 21:16:01.144587200,80,7,CO3 9AL,CO3   9AL,1,Dispatched,2022-12-02 04:18:05.763900800,Delivered,2022-12-03 11:59:03.803901200
BRU00009993,Toothbrush 2000,2022-12-02 05:59:38.474292800,91,8,HP3 8EY,HP3   8EY,1,Dispatched,2022-12-02 12:46:38.813346800,Delivered,2022-12-03 17:03:14.939146400
BRU00010551,Toothbrush 4000,2022-12-01 22:57:53.740133200,17,1,G69 7PX,G69   7PX,1,Dispatched,2022-12-02 05:26:58.951236400,Delivered,2022-12-03 12:17:59.773786000
BRU00010604,Toothbrush 4000,2022-12-02 01:14:54.516422400,22,8,B90 4EE,B90   4EE,1,Dispatched,2022-12-02 08:27:22.829688000,Delivered,2022-12-03 07:10:57.273924000
BRU00010022,Toothbrush 2000,2022-12-01 10:48:30.528522800,80,6,DG6 4ES,DG6   4ES,1,Dispatched,2022-12-01 18:27:37.587456800,Delivered,2022-12-03 00:14:31.128918800
BRU00010111,Toothbrush 4000,2022-12-01 21:15:42.497082000,17,5,BS9 1BT,BS9   1BT,1,Dispatched,2022-12-02 04:15:36.385491600,Delivered,2022-12-03 00:44:52.473231600
BRU00010299,Toothbrush 4000,2022-12-02 07:24:05.288417200,31,7,EX32 0LF,EX32   0LF,1,Dispatched,2022-12-02 14:22:12.424810000,Delivered,2022-12-03 17:11:56.951548000
BRU00010629,Toothbrush 4000,2022-12-02 14:26:33.509968800,25,5,EC1V 4DE,EC1V   4DE,1,Dispatched,2022-12-02 21:41:09.189463200,Delivered,2022-12-04 00:58:34.877737200
BRU00010135,Toothbrush 4000,2022-12-02 08:05:25.125059600,18,7,DN5 0SA,DN5   0SA,1,Dispatched,2022-12-02 14:30:16.116795200,Delivered,2022-12-03 16:48:58.742944400
BRU00010702,Toothbrush 2000,2022-12-02 13:02:45.702644000,64,5,GU12 6EE,GU12   6EE,1,Dispatched,2022-12-02 19:28:07.076752400,Delivered,2022-12-04 04:11:56.773320800
BRU00010367,Toothbrush 4000,2022-12-02 11:51:10.734972400,19,6,DN21 2LA,DN21   2LA,1,Dispatched,2022-12-02 19:41:05.395033600,Delivered,2022-12-04 03:33:12.931386400
BRU00010200,Toothbrush 4000,2022-12-02 03:05:05.315655200,32,3,BH1 3PP,BH1   3PP,1,Dispatched,2022-12-02 10:24:27.159203600,Delivered,2022-12-03 16:38:27.608086400
BRU00010000,Toothbrush 2000,2022-12-02 10:32:09.594816800,72,9,BS16 1ES,BS16   1ES,1,Dispatched,2022-12-02 17:45:37.231348400,Delivered,2022-12-03 22:00:22.290815600
BRU00009890,Toothbrush 2000,2022-12-01 16:02:05.625141600,90,8,BD8 8DQ,BD8   8DQ,1,Dispatched,2022-12-01 22:18:40.098512399,Delivered,2022-12-02 21:59:11.324661599
BRU00010776,Toothbrush 4000,2022-12-02 06:56:42.164162800,11,7,HU8 8JP,HU8   8JP,1,Dispatched,2022-12-02 13:55:44.363671600,Delivered,2022-12-03 13:40:56.046766000
BRU00010643,Toothbrush 4000,2022-12-02 20:17:42.657526000,19,8,HX1 4PY,HX1   4PY,1,Dispatched,2022-12-03 02:52:28.800080800,Delivered,2022-12-04 12:07:18.987096400
BRU00009965,Toothbrush 4000,2022-12-01 16:50:01.203613600,15,7,G2 4ER,G2   4ER,1,Dispatched,2022-12-02 00:18:23.410880800,Delivered,2022-12-03 01:32:50.070539200
BRU00010523,Toothbrush 4000,2022-12-02 05:21:23.450675200,14,6,E5 8LB,E5   8LB,1,Dispatched,2022-12-02 13:02:43.959089200,Delivered,2022-12-03 08:44:58.850626000
BRU00010717,Toothbrush 2000,2022-12-01 17:31:26.748952800,69,4,HA2 6HX,HA2   6HX,1,Dispatched,2022-12-02 00:15:58.396386000,Delivered,2022-12-02 22:45:54.625864800
BRU00010044,Toothbrush 4000,2022-12-01 13:26:22.361230800,30,4,BN6 9TA,BN6   9TA,1,Dispatched,2022-12-01 20:54:50.126520000,Delivered,2022-12-02 19:42:47.743500000
BRU00010724,Toothbrush 4000,2022-12-02 09:47:57.248448800,16,2,G15 6JF,G15   6JF,1,Dispatched,2022-12-02 16:29:24.293969600,Delivered,2022-12-03 23:41:19.466718800
BRU00010719,Toothbrush 2000,2022-12-01 09:52:18.817468000,82,4,BS5 7TP,BS5   7TP,1,Dispatched,2022-12-01 16:28:19.353320800,Delivered,2022-12-03 03:09:58.510667200
BRU00010190,Toothbrush 4000,2022-12-02 06:15:32.872377200,30,3,DN37 0YE,DN37   0YE,1,Dispatched,2022-12-02 13:32:05.018416400,Delivered,2022-12-03 12:44:43.303649600
BRU00010176,Toothbrush 2000,2022-12-01 22:27:27.869658799,67,2,CH4 0FW,CH4   0FW,1,Dispatched,2022-12-02 05:51:07.669666399,Delivered,2022-12-03 13:29:56.862109999
BRU00010195,Toothbrush 4000,2022-12-02 03:35:12.714794800,33,5,BS24 9BY,BS24   9BY,1,Dispatched,2022-12-02 10:32:50.115054400,Delivered,2022-12-03 08:41:52.217807200
BRU00010441,Toothbrush 2000,2022-12-02 01:51:48.805970800,77,9,CM9 6ZL,CM9   6ZL,1,Dispatched,2022-12-02 09:00:07.266956800,Delivered,2022-12-03 21:32:19.403131600
BRU00009995,Toothbrush 2000,2022-12-01 18:57:24.518702000,82,1,DL10 6JY,DL10   6JY,1,Dispatched,2022-12-02 02:12:16.532246000,Delivered,2022-12-03 09:50:57.108773600
BRU00009961,Toothbrush 4000,2022-12-02 15:51:19.982670800,42,5,DD2 5RF,DD2   5RF,1,Dispatched,2022-12-02 21:42:26.775762800,Delivered,2022-12-04 01:09:47.814432800
BRU00010122,Toothbrush 2000,2022-12-01 09:20:36.606568400,85,1,B92 7EP,B92   7EP,1,Dispatched,2022-12-01 17:37:22.487568800,Delivered,2022-12-02 13:22:06.670846400
BRU00010338,Toothbrush 4000,2022-12-01 22:33:07.386747600,18,5,CF37 1UH,CF37   1UH,1,Dispatched,2022-12-02 03:55:44.752365600,Delivered,2022-12-03 08:19:26.696328000
BRU00010034,Toothbrush 2000,2022-12-01 23:16:09.418691600,93,3,EX2 6FS,EX2   6FS,1,Dispatched,2022-12-02 07:55:46.772111600,Delivered,2022-12-03 08:45:37.795179200
BRU00010098,Toothbrush 2000,2022-12-01 18:48:10.406078000,78,1,B26 2RY,B26   2RY,1,Dispatched,2022-12-02 02:26:02.517105200,Delivered,2022-12-03 06:57:11.906705599
BRU00010532,Toothbrush 4000,2022-12-01 21:01:06.006189600,35,7,HP3 9RQ,HP3   9RQ,1,Dispatched,2022-12-02 04:12:19.027561200,Delivered,2022-12-03 02:54:20.917604400
BRU00010795,Toothbrush 2000,2022-12-01 20:58:55.485805600,66,3,CH63 9JU,CH63   9JU,1,Dispatched,2022-12-02 04:45:16.544244400,Delivered,2022-12-03 10:27:09.477631600
BRU00009968,Toothbrush 2000,2022-12-01 12:34:19.355507600,70,7,BR1 2RH,BR1   2RH,1,Dispatched,2022-12-01 19:03:00.031372400,Delivered,2022-12-02 23:08:18.107968400
BRU00010800,Toothbrush 2000,2022-12-01 19:26:54.045431600,78,1,BH11 9AH,BH11   9AH,1,Dispatched,2022-12-02 02:12:41.964707600,Delivered,2022-12-03 03:22:40.042316000
BRU00010512,Toothbrush 4000,2022-12-02 04:22:50.444175200,14,9,DE7 5AE,DE7   5AE,1,Dispatched,2022-12-02 11:14:45.140728400,Delivered,2022-12-03 23:04:06.342458000
BRU00009901,Toothbrush 2000,2022-12-01 22:24:12.976824000,80,3,AB31 4BN,AB31   4BN,1,Dispatched,2022-12-02 05:52:23.714062800,Delivered,2022-12-03 08:40:06.056995200
BRU00010446,Toothbrush 2000,2022-12-02 14:22:55.589554000,75,9,IM9 2RJ,IM9   2RJ,1,Dispatched,2022-12-02 21:48:35.308092400,Delivered,2022-12-03 20:47:09.370037200
BRU00010474,Toothbrush 4000,2022-12-02 00:00:07.322577200,19,6,EH6 6QW,EH6   6QW,1,Dispatched,2022-12-02 07:55:46.170322400,Delivered,2022-12-03 08:20:11.633021600
BRU00010596,Toothbrush 2000,2022-12-02 11:44:49.051187200,77,5,IP13 6JN,IP13   6JN,1,Dispatched,2022-12-02 19:09:06.084634000,Delivered,2022-12-03 23:43:33.059006800
BRU00010605,Toothbrush 2000,2022-12-01 21:00:42.819840800,73,7,B90 2NJ,B90   2NJ,1,Dispatched,2022-12-02 04:27:59.240528000,Delivered,2022-12-03 05:20:14.807753600
BRU00010373,Toothbrush 4000,2022-12-01 18:59:38.532566000,21,4,EH47 9JD,EH47   9JD,1,Dispatched,2022-12-02 01:46:40.134899600,Delivered,2022-12-03 05:43:22.942959200
BRU00010688,Toothbrush 2000,2022-12-02 08:20:35.087637200,60,6,B98 0PU,B98   0PU,1,Dispatched,2022-12-02 15:22:11.940726800,Delivered,2022-12-03 23:11:29.504613200
BRU00010584,Toothbrush 4000,2022-12-02 07:31:36.594841600,18,7,HU8 0EJ,HU8   0EJ,1,Dispatched,2022-12-02 15:43:34.038024400,Delivered,2022-12-03 13:00:46.891146400
BRU00010520,Toothbrush 2000,2022-12-01 14:48:34.366569600,66,6,DE4 9EU,DE4   9EU,1,Dispatched,2022-12-01 21:23:23.554731599,Delivered,2022-12-03 05:29:35.370331199
BRU00010456,Toothbrush 2000,2022-12-02 01:53:23.806346000,74,5,G62 7NS,G62   7NS,1,Dispatched,2022-12-02 10:33:18.566730800,Delivered,2022-12-03 10:44:31.413653600
BRU00009896,Toothbrush 2000,2022-12-02 04:35:24.254584800,72,8,CA28 7DT,CA28   7DT,1,Dispatched,2022-12-02 12:11:28.940866800,Delivered,2022-12-03 12:51:11.867464800
BRU00010241,Toothbrush 2000,2022-12-02 10:48:07.359404000,67,9,CH49 3PJ,CH49   3PJ,1,Dispatched,2022-12-02 17:43:02.952065600,Delivered,2022-12-03 18:58:47.848950800
BRU00010529,Toothbrush 2000,2022-12-01 20:15:40.643520800,55,2,E15 4ST,E15   4ST,1,Dispatched,2022-12-02 03:32:22.196907200,Delivered,2022-12-03 00:57:01.007578400
BRU00010007,Toothbrush 2000,2022-12-02 04:06:57.076329599,72,3,BA5 2JF,BA5   2JF,1,Dispatched,2022-12-02 11:05:16.597550399,Delivered,2022-12-03 10:42:30.563200799
BRU00010397,Toothbrush 4000,2022-12-01 21:10:41.267130400,32,6,DL3 6AJ,DL3   6AJ,1,Dispatched,2022-12-02 04:07:04.097501200,Delivered,2022-12-03 05:19:35.856884800
BRU00009905,Toothbrush 4000,2022-12-03 00:22:07.348300400,18,6,EX31 4ED,EX31   4ED,1,Dispatched,2022-12-03 07:27:26.248367600,Delivered,2022-12-04 12:25:56.554032800
BRU00010041,Toothbrush 4000,2022-12-02 14:43:49.852138000,33,9,BD18 3RJ,BD18   3RJ,1,Dispatched,2022-12-02 22:29:14.616163600,Delivered,2022-12-04 01:34:57.248453200
BRU00010405,Toothbrush 2000,2022-12-01 11:19:31.456606800,72,4,BR2 9QB,BR2   9QB,1,Dispatched,2022-12-01 19:03:34.205997600,Delivered,2022-12-02 20:33:51.285852000
BRU00010671,Toothbrush 4000,2022-12-02 06:30:25.023050400,28,6,GL20 6EW,GL20   6EW,1,Dispatched,2022-12-02 13:20:39.059218800,Delivered,2022-12-03 15:46:29.505508800
BRU00010081,Toothbrush 2000,2022-12-01 21:52:40.264981600,70,8,GL5 1NN,GL5   1NN,1,Dispatched,2022-12-02 04:47:38.996148400,Delivered,2022-12-03 08:22:33.150690400
BRU00010155,Toothbrush 4000,2022-12-02 09:36:15.320383200,16,5,CA2 4LP,CA2   4LP,1,Dispatched,2022-12-02 16:55:09.031969200,Delivered,2022-12-03 22:49:59.615511600
BRU00010398,Toothbrush 4000,2022-12-02 12:41:50.402353600,13,8,CO12 5NE,CO12   5NE,1,Dispatched,2022-12-02 20:19:48.505321600,Delivered,2022-12-04 03:14:56.973487600
BRU00010385,Toothbrush 2000,2022-12-01 16:04:06.030856800,68,5,BB1 8JW,BB1   8JW,1,Dispatched,2022-12-01 23:22:35.518078800,Delivered,2022-12-03 08:16:46.613988000
BRU00010325,Toothbrush 2000,2022-12-02 00:12:25.057671600,64,6,CR0 6US,CR0   6US,1,Dispatched,2022-12-02 07:10:05.994945600,Delivered,2022-12-03 07:43:36.771792000
BRU00010638,Toothbrush 4000,2022-12-01 22:15:00.286136800,40,8,CO13 0PN,CO13   0PN,1,Dispatched,2022-12-02 05:07:04.097648800,Delivered,2022-12-03 15:04:37.219056400
BRU00010597,Toothbrush 2000,2022-12-02 08:28:28.971554399,75,9,CF14 9HN,CF14   9HN,1,Dispatched,2022-12-02 15:57:48.204095999,Delivered,2022-12-03 15:48:12.935374799
BRU00009902,Toothbrush 2000,2022-12-01 17:08:26.698259600,77,4,CR8 2HZ,CR8   2HZ,1,Dispatched,2022-12-02 00:01:59.615398400,Delivered,2022-12-02 20:14:35.309567600
BRU00010475,Toothbrush 2000,2022-12-01 16:32:16.303326400,91,3,EX2 8UB,EX2   8UB,1,Dispatched,2022-12-01 23:07:40.754535999,Delivered,2022-12-03 02:24:19.144717598
BRU00010537,Toothbrush 2000,2022-12-02 09:10:07.618164400,72,7,EH42 1FT,EH42   1FT,1,Dispatched,2022-12-02 15:18:03.464677599,Delivered,2022-12-03 14:29:35.989412799
BRU00009928,Toothbrush 2000,2022-12-01 19:07:48.845608800,81,2,B36 8AP,B36   8AP,1,Dispatched,2022-12-02 02:30:10.794349200,Delivered,2022-12-03 06:37:41.291062800
BRU00010086,Toothbrush 4000,2022-12-01 15:20:11.634188400,23,5,DG1 9EF,DG1   9EF,1,Dispatched,2022-12-01 22:55:31.638512400,Delivered,2022-12-02 21:11:41.836690800
BRU00010689,Toothbrush 4000,2022-12-01 19:03:38.327856000,20,2,CM24 8RW,CM24   8RW,1,Dispatched,2022-12-02 01:02:25.017088800,Delivered,2022-12-02 23:07:40.618450800
BRU00010490,Toothbrush 2000,2022-12-02 10:15:28.550638800,85,3,HD3 3ZQ,HD3   3ZQ,1,Dispatched,2022-12-02 17:52:18.092121600,Delivered,2022-12-03 13:55:21.523854000
BRU00010218,Toothbrush 4000,2022-12-01 18:22:03.712144400,34,2,CH7 5DZ,CH7   5DZ,1,Dispatched,2022-12-02 01:18:50.118447200,Delivered,2022-12-03 04:56:35.954318000
BRU00009945,Toothbrush 4000,2022-12-02 06:50:41.090216400,39,6,IP13 6DA,IP13   6DA,1,Dispatched,2022-12-02 13:56:23.760442800,Delivered,2022-12-03 22:48:43.143020400
BRU00010704,Toothbrush 4000,2022-12-02 08:27:02.681138400,32,6,BS20 6DE,BS20   6DE,1,Dispatched,2022-12-02 15:22:43.671524400,Delivered,2022-12-03 17:39:40.515277200
BRU00010254,Toothbrush 2000,2022-12-02 06:16:01.040487599,97,1,CH61 9QN,CH61   9QN,1,Dispatched,2022-12-02 14:04:09.736993199,Delivered,2022-12-03 21:40:05.526515999
BRU00010125,Toothbrush 4000,2022-12-02 10:37:19.234744000,21,7,BS2 0GW,BS2   0GW,1,Dispatched,2022-12-02 17:48:58.884858400,Delivered,2022-12-04 01:33:43.661225200
BRU00010288,Toothbrush 2000,2022-12-02 05:42:13.210327600,65,7,GU14 9US,GU14   9US,1,Dispatched,2022-12-02 12:14:08.263555600,Delivered,2022-12-03 11:34:27.557498800
BRU00010274,Toothbrush 2000,2022-12-01 13:22:59.709470000,86,8,DN10 6NS,DN10   6NS,1,Dispatched,2022-12-01 20:39:34.395132800,Delivered,2022-12-03 05:53:04.175176400
BRU00010271,Toothbrush 4000,2022-12-01 22:23:39.854030000,26,5,IM4 7HJ,IM4   7HJ,1,Dispatched,2022-12-02 05:15:54.707361200,Delivered,2022-12-03 09:45:59.324310800
BRU00010780,Toothbrush 2000,2022-12-01 09:36:56.357986799,55,8,BN15 9UB,BN15   9UB,1,Dispatched,2022-12-01 16:15:34.062790799,Delivered,2022-12-02 13:25:40.102954799
BRU00010461,Toothbrush 4000,2022-12-02 12:00:42.777055600,22,8,EX22 6QX,EX22   6QX,1,Dispatched,2022-12-02 19:40:39.996337600,Delivered,2022-12-03 21:05:10.263298000
BRU00010740,Toothbrush 2000,2022-12-01 22:10:31.789609200,69,2,EX31 4RD,EX31   4RD,1,Dispatched,2022-12-02 05:52:26.828733600,Delivered,2022-12-03 09:37:32.147492400
BRU00010655,Toothbrush 2000,2022-12-01 13:07:49.443778400,56,1,GU10 2LN,GU10   2LN,1,Dispatched,2022-12-01 20:57:00.762719600,Delivered,2022-12-03 04:42:19.620740000
BRU00010543,Toothbrush 4000,2022-12-02 00:48:26.812813200,30,9,GL54 3EJ,GL54   3EJ,1,Dispatched,2022-12-02 07:29:55.616386800,Delivered,2022-12-03 06:47:31.471719600
BRU00010454,Toothbrush 4000,2022-12-02 23:26:10.984367600,22,7,HX6 3JB,HX6   3JB,1,Dispatched,2022-12-03 06:11:36.780462800,Delivered,2022-12-04 13:38:23.001156800
BRU00010749,Toothbrush 4000,2022-12-02 01:42:57.236540399,34,5,HU8 8QJ,HU8   8QJ,1,Dispatched,2022-12-02 08:51:05.829667199,Delivered,2022-12-03 09:53:31.777033199
BRU00009994,Toothbrush 4000,2022-12-02 07:12:14.411204800,20,2,B69 2JU,B69   2JU,1,Dispatched,2022-12-02 14:29:53.919439600,Delivered,2022-12-03 19:05:04.255016800
BRU00010647,Toothbrush 2000,2022-12-02 04:59:20.709993200,95,3,GL7 2HG,GL7   2HG,1,Dispatched,2022-12-02 11:50:30.135491600,Delivered,2022-12-03 21:23:13.094902400
BRU00010544,Toothbrush 4000,2022-12-01 19:19:58.629770000,37,7,IP1 9XZ,IP1   9XZ,1,Dispatched,2022-12-02 02:32:11.087177600,Delivered,2022-12-03 09:05:21.692352800
BRU00010283,Toothbrush 2000,2022-12-01 09:15:58.331112399,77,7,G22 5QY,G22   5QY,1,Dispatched,2022-12-01 16:13:35.364805599,Delivered,2022-12-02 10:31:24.772885598
BRU00010348,Toothbrush 2000,2022-12-02 00:41:53.435593200,73,7,GL20 8NZ,GL20   8NZ,1,Dispatched,2022-12-02 08:12:08.991708000,Delivered,2022-12-03 09:36:01.599788400
BRU00010078,Toothbrush 2000,2022-12-01 19:48:51.027836800,92,1,CR4 1SL,CR4   1SL,1,Dispatched,2022-12-02 02:28:14.914873600,Delivered,2022-12-03 05:24:56.380122400
BRU00010698,Toothbrush 4000,2022-12-02 05:56:29.839164400,23,1,IP26 5WY,IP26   5WY,1,Dispatched,2022-12-02 12:14:29.150974000,Delivered,2022-12-03 17:09:16.908617200
BRU00010708,Toothbrush 4000,2022-12-02 02:30:26.740841600,17,6,BL8 2RY,BL8   2RY,1,Dispatched,2022-12-02 10:14:13.103230400,Delivered,2022-12-03 08:56:39.154497200
BRU00010472,Toothbrush 4000,2022-12-01 17:10:39.190000800,40,5,BS6 5AX,BS6   5AX,1,Dispatched,2022-12-02 00:50:26.848633200,Delivered,2022-12-03 11:25:56.543001600
BRU00010427,Toothbrush 2000,2022-12-02 01:18:51.407831600,71,7,CT15 6BF,CT15   6BF,1,Dispatched,2022-12-02 08:16:36.157127600,Delivered,2022-12-03 03:17:56.375546000
BRU00010127,Toothbrush 4000,2022-12-02 10:05:37.418633200,23,1,GL54 3HP,GL54   3HP,1,Dispatched,2022-12-02 16:55:53.930640400,Delivered,2022-12-03 19:45:08.760406000
BRU00010777,Toothbrush 4000,2022-12-02 09:39:38.573361600,37,5,HG4 5LX,HG4   5LX,1,Dispatched,2022-12-02 17:29:56.166888000,Delivered,2022-12-04 02:05:24.860690400
BRU00010649,Toothbrush 2000,2022-12-01 14:17:33.082800399,72,2,DL10 4AA,DL10   4AA,1,Dispatched,2022-12-01 20:57:02.730704799,Delivered,2022-12-02 22:22:57.829242399
BRU00010750,Toothbrush 4000,2022-12-02 15:55:33.358142000,40,1,HA7 4UB,HA7   4UB,1,Dispatched,2022-12-02 22:45:37.593540800,Delivered,2022-12-04 08:50:20.246889200
BRU00010400,Toothbrush 4000,2022-12-02 01:56:15.967730800,40,7,BD8 9LL,BD8   9LL,1,Dispatched,2022-12-02 08:57:35.608241200,Delivered,2022-12-03 09:32:02.627815599
BRU00010556,Toothbrush 2000,2022-12-02 13:43:42.076980400,63,5,GL12 8AN,GL12   8AN,1,Dispatched,2022-12-02 21:10:50.143111600,Delivered,2022-12-03 21:21:54.888403600
BRU00010408,Toothbrush 4000,2022-12-02 15:50:49.009476800,21,2,DA11 0AH,DA11   0AH,1,Dispatched,2022-12-02 23:23:22.104646399,Delivered,2022-12-04 05:36:55.820656399
BRU00010680,Toothbrush 2000,2022-12-01 12:47:06.906938400,79,6,DL14 6HS,DL14   6HS,1,Dispatched,2022-12-01 19:36:27.650758800,Delivered,2022-12-03 06:13:15.151826400
BRU00010369,Toothbrush 4000,2022-12-02 04:56:34.079821200,23,7,BB11 2QW,BB11   2QW,1,Dispatched,2022-12-02 12:06:48.150372000,Delivered,2022-12-03 14:54:21.231192000
BRU00009888,Toothbrush 4000,2022-12-02 08:17:49.034707999,22,3,BD2 3QR,BD2   3QR,1,Dispatched,2022-12-02 15:19:06.168232399,Delivered,2022-12-03 15:45:00.309389599
BRU00010751,Toothbrush 2000,2022-12-02 02:07:58.397142400,65,7,CF62 3HJ,CF62   3HJ,1,Dispatched,2022-12-02 10:39:40.448912800,Delivered,2022-12-03 10:04:53.835809200
BRU00009941,Toothbrush 2000,2022-12-01 21:52:44.911990400,55,6,HA7 4YP,HA7   4YP,1,Dispatched,2022-12-02 04:30:55.028990000,Delivered,2022-12-03 03:13:56.328857600
BRU00010361,Toothbrush 2000,2022-12-02 01:28:25.250514400,78,8,CV2 2DU,CV2   2DU,1,Dispatched,2022-12-02 09:11:30.338899600,Delivered,2022-12-03 11:38:36.794491600
BRU00010565,Toothbrush 2000,2022-12-01 17:55:46.350449200,73,8,CA28 7RG,CA28   7RG,1,Dispatched,2022-12-02 00:33:32.033280400,Delivered,2022-12-03 02:25:33.203134000
BRU00010392,Toothbrush 2000,2022-12-02 04:00:01.066994000,80,2,AB38 9NT,AB38   9NT,1,Dispatched,2022-12-02 11:38:00.166132400,Delivered,2022-12-03 12:56:04.450668800
BRU00010429,Toothbrush 2000,2022-12-02 11:11:26.095455600,78,9,CW12 1QJ,CW12   1QJ,1,Dispatched,2022-12-02 18:03:44.090064000,Delivered,2022-12-03 21:51:24.009303600
BRU00009929,Toothbrush 2000,2022-12-01 16:52:21.466840400,95,1,DN41 8RA,DN41   8RA,1,Dispatched,2022-12-01 23:50:29.711576000,Delivered,2022-12-03 02:56:52.639140800
BRU00010368,Toothbrush 4000,2022-12-02 14:46:54.985655200,38,7,BN20 7UB,BN20   7UB,1,Dispatched,2022-12-02 21:51:21.505754800,Delivered,2022-12-03 23:07:33.114168400
